,Median gross rent,Median INC adjusted to year,Per capita income adjusted to year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
"Windham CDP, New York: Summary level: 160, state:36> place:82469",757,49531,28526.0,206,0,57,0,12,0,5,16,0,16,33,0,29,38,0,0,0
"Windsor village, New York: Summary level: 160, state:36> place:82524",579,42241,23175.0,358,11,22,65,18,11,19,7,38,10,40,25,39,18,11,16,8
"Winthrop CDP, New York: Summary level: 160, state:36> place:82612",-666666666,33250,31661.0,158,28,18,0,0,30,10,0,0,35,0,0,7,0,14,16,0
"Witherbee CDP, New York: Summary level: 160, state:36> place:82656",855,44034,15979.0,162,0,20,0,0,28,6,0,44,33,0,14,17,0,0,0,0
"Wolcott village, New York: Summary level: 160, state:36> place:82678",464,31875,19743.0,634,49,87,67,39,45,78,17,16,27,40,65,61,14,16,13,0
"Woodbury CDP, New York: Summary level: 160, state:36> place:82744",2001,151509,77717.0,3072,75,27,150,92,43,70,71,60,50,52,139,154,263,258,357,1211
"Woodbury village, New York: Summary level: 160, state:36> place:82750",1638,118102,41781.0,3453,47,109,87,48,58,51,91,105,13,142,309,337,429,729,418,480
"Woodmere CDP, New York: Summary level: 160, state:36> place:82942",1468,131536,50034.0,5077,66,34,173,81,79,131,97,81,124,129,236,634,526,409,809,1468
"Woodridge village, New York: Summary level: 160, state:36> place:82953",752,36719,20427.0,369,59,9,38,22,28,23,10,5,31,42,28,33,10,17,14,0
"Woodsburgh village, New York: Summary level: 160, state:36> place:82986",2001,146406,91245.0,259,10,6,2,2,4,3,2,2,8,5,6,33,35,15,34,92
"Woodstock CDP, New York: Summary level: 160, state:36> place:83041",1114,63202,49376.0,1192,140,32,16,82,43,44,16,25,56,89,180,96,132,56,137,48
"Woodsville CDP, New York: Summary level: 160, state:36> place:83063",-666666666,29688,14302.0,21,3,0,0,0,8,0,0,4,0,6,0,0,0,0,0,0
"Worcester CDP, New York: Summary level: 160, state:36> place:83118",588,52426,25320.0,552,19,50,21,10,36,19,23,5,60,70,62,69,22,60,26,0
"Wurtsboro village, New York: Summary level: 160, state:36> place:83272",870,50850,30132.0,467,14,31,38,36,31,11,12,27,25,81,34,54,27,20,19,7
"Wyandanch CDP, New York: Summary level: 160, state:36> place:83294",1608,52376,19806.0,2992,187,124,238,86,76,97,104,291,197,263,318,393,252,132,164,70
"Wynantskill CDP, New York: Summary level: 160, state:36> place:83349",854,83842,34604.0,1227,57,17,55,57,30,49,32,58,27,63,98,240,161,122,121,40
"Wyoming village, New York: Summary level: 160, state:36> place:83371",709,50625,22833.0,147,13,5,9,5,2,10,12,3,13,14,15,29,8,5,4,0
"Yaphank CDP, New York: Summary level: 160, state:36> place:83426",1643,86452,31305.0,1688,82,68,5,71,58,16,43,27,64,78,193,238,322,135,137,151
"Yonkers city, New York: Summary level: 160, state:36> place:84000",1190,59195,29679.0,72855,5663,3462,3839,3576,3776,3420,2902,2961,2462,4682,6912,9406,6342,4568,4861,4023
"York Hamlet CDP, New York: Summary level: 160, state:36> place:84035",778,72250,27054.0,280,0,0,0,0,0,41,17,7,27,0,91,58,0,30,9,0
"Yorkshire CDP, New York: Summary level: 160, state:36> place:84044",773,21528,18026.0,552,65,40,116,90,10,94,10,11,9,8,61,0,38,0,0,0
"Yorktown Heights CDP, New York: Summary level: 160, state:36> place:84088",1541,96295,55352.0,677,0,23,0,0,0,38,10,11,0,83,54,133,125,52,52,96
"Yorkville village, New York: Summary level: 160, state:36> place:84099",661,41156,22567.0,1111,83,114,45,104,43,43,105,47,59,82,132,119,103,11,14,7
"Youngstown village, New York: Summary level: 160, state:36> place:84143",707,56136,29096.0,824,23,26,50,43,30,20,78,57,32,94,84,87,81,33,78,8
"Zena CDP, New York: Summary level: 160, state:36> place:84187",-666666666,78365,38060.0,399,8,27,0,30,0,0,10,0,9,34,69,37,37,41,29,68
"Ovid village, New York: Summary level: 160, state:36> place:55816",653,43750,20255.0,224,13,5,11,4,46,5,16,22,31,20,20,12,9,10,0,0
"Owego village, New York: Summary level: 160, state:36> place:55882",590,51667,26349.0,1696,102,231,110,96,58,98,37,45,49,154,228,208,120,99,35,26
"Oxbow CDP, New York: Summary level: 160, state:36> place:55937",-666666666,29167,24372.0,44,8,0,9,0,6,4,0,3,3,0,0,3,2,4,0,2
"Oxford village, New York: Summary level: 160, state:36> place:55948",479,52500,23507.0,558,32,31,25,34,15,43,26,32,27,58,57,80,22,31,35,10
"Oyster Bay CDP, New York: Summary level: 160, state:36> place:55992",1698,79732,48698.0,2683,43,76,71,199,40,122,186,88,33,137,277,392,269,111,307,332
"Oyster Bay Cove village, New York: Summary level: 160, state:36> place:56011",1667,192143,96866.0,684,0,2,3,6,0,3,10,41,2,15,16,45,62,59,90,330
"Painted Post village, New York: Summary level: 160, state:36> place:56088",595,52273,29841.0,788,38,72,32,81,32,18,28,34,39,59,101,98,75,29,29,23
"Palatine Bridge village, New York: Summary level: 160, state:36> place:56110",437,43750,27354.0,326,21,33,34,30,12,11,12,11,3,39,31,34,29,12,3,11
"Palenville CDP, New York: Summary level: 160, state:36> place:56132",591,43500,27192.0,418,45,31,29,12,76,0,0,28,39,35,10,34,43,36,0,0
"Palmyra village, New York: Summary level: 160, state:36> place:56187",770,39493,22004.0,1502,113,168,71,106,102,121,85,27,77,113,210,165,65,65,6,8
"Pamelia Center CDP, New York: Summary level: 160, state:36> place:56212",1313,93056,32175.0,76,0,0,0,0,0,0,0,0,0,20,9,16,11,14,6,0
"Panama village, New York: Summary level: 160, state:36> place:56231",544,34766,20070.0,203,18,9,16,20,12,28,16,9,10,16,15,11,18,1,4,0
"Parc CDP, New York: Summary level: 160, state:36> place:56291",-666666666,-666666666,5132.0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Parish village, New York: Summary level: 160, state:36> place:56341",583,59063,25240.0,185,0,0,10,15,7,19,5,14,13,11,33,15,25,2,14,2
"Parishville CDP, New York: Summary level: 160, state:36> place:56363",541,36483,20103.0,396,14,53,20,26,22,28,66,10,19,49,38,34,6,0,11,0
"Patchogue village, New York: Summary level: 160, state:36> place:56660",1418,65487,31004.0,4633,416,209,273,248,163,270,113,118,124,221,356,793,527,324,263,215
"Paul Smiths CDP, New York: Summary level: 160, state:36> place:56770",-666666666,-666666666,5329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pavilion CDP, New York: Summary level: 160, state:36> place:56781",-666666666,52188,25258.0,179,5,6,16,0,6,18,10,7,18,13,33,14,18,15,0,0
"Pawling village, New York: Summary level: 160, state:36> place:56814",996,58780,31164.0,899,56,9,56,56,66,17,50,42,17,101,68,79,102,76,51,53
"Peach Lake CDP, New York: Summary level: 160, state:36> place:56869",2001,82917,44116.0,627,0,10,7,14,0,41,11,10,40,43,120,63,79,41,88,60
"Pearl River CDP, New York: Summary level: 160, state:36> place:56902",1343,96415,43196.0,5579,188,230,203,114,147,103,153,68,202,324,424,741,640,388,696,958
"Peconic CDP, New York: Summary level: 160, state:36> place:56968",-666666666,83493,100946.0,199,0,0,0,0,13,0,0,8,0,6,59,59,0,0,34,20
"Peekskill city, New York: Summary level: 160, state:36> place:56979",1240,58226,30011.0,9273,843,440,483,392,451,373,423,374,475,435,1058,1080,934,544,595,373
"Pelham village, New York: Summary level: 160, state:36> place:57001",1587,115278,66402.0,2216,28,0,60,43,14,17,69,64,72,161,193,209,212,155,262,657
"Pelham Manor village, New York: Summary level: 160, state:36> place:57023",1571,163750,83095.0,1794,54,21,0,54,40,9,20,12,13,54,88,150,173,110,272,724
"Penn Yan village, New York: Summary level: 160, state:36> place:57177",594,41675,21772.0,2129,233,194,139,119,148,150,48,129,98,128,276,303,89,24,24,27
"Perry village, New York: Summary level: 160, state:36> place:57243",656,41437,22572.0,1377,57,155,101,66,109,74,88,102,37,153,168,143,71,16,16,21
"Perrysburg CDP, New York: Summary level: 160, state:36> place:57287",625,55750,26238.0,148,18,11,0,1,6,0,12,10,5,19,10,28,19,5,0,4
"Peru CDP, New York: Summary level: 160, state:36> place:57364",917,65833,32245.0,508,31,32,13,0,0,36,24,77,18,0,85,43,0,72,27,50
"Phelps village, New York: Summary level: 160, state:36> place:57518",655,48393,25112.0,962,54,55,64,63,117,21,30,51,44,110,74,178,56,24,21,0
"Philadelphia village, New York: Summary level: 160, state:36> place:57551",693,45417,22074.0,471,47,30,24,17,15,52,20,28,17,33,71,61,38,9,2,7
"Philmont village, New York: Summary level: 160, state:36> place:57639",736,43654,26408.0,576,54,50,31,24,22,57,23,41,28,25,34,85,40,21,32,9
"Phoenicia CDP, New York: Summary level: 160, state:36> place:57650",578,34500,26769.0,162,0,0,36,4,21,23,9,0,0,31,30,0,8,0,0,0
"Phoenix village, New York: Summary level: 160, state:36> place:57661",643,37813,19348.0,1008,161,77,58,60,35,96,38,45,71,95,129,87,31,10,8,7
"Piermont village, New York: Summary level: 160, state:36> place:57749",1399,93750,71815.0,1297,75,10,12,11,0,32,10,59,31,52,173,245,161,18,152,256
"Pierrepont Manor CDP, New York: Summary level: 160, state:36> place:57782",-666666666,42386,22049.0,77,0,0,0,0,28,0,0,11,0,0,38,0,0,0,0,0
"Piffard CDP, New York: Summary level: 160, state:36> place:57804",-666666666,53080,32252.0,81,0,0,0,0,0,9,18,0,7,28,11,0,0,0,8,0
"Pike CDP, New York: Summary level: 160, state:36> place:57815",688,45781,20981.0,129,0,6,17,0,6,29,2,2,22,13,6,10,11,0,5,0
"Pine Bush CDP, New York: Summary level: 160, state:36> place:57980",856,39244,24831.0,749,77,0,86,41,23,58,114,49,0,48,18,93,76,0,42,24
"Pine Hill CDP, New York: Summary level: 160, state:36> place:58057",-666666666,41250,63151.0,114,30,11,0,9,7,0,0,0,0,16,0,7,10,15,0,9
"Pine Plains CDP, New York: Summary level: 160, state:36> place:58145",1049,50917,26789.0,551,38,45,5,12,71,28,33,17,21,46,62,74,32,35,23,9
"Pine Valley CDP, New York: Summary level: 160, state:36> place:58189",649,46750,24660.0,403,26,14,36,43,42,33,0,4,63,3,51,34,16,14,24,0
"Pittsford village, New York: Summary level: 160, state:36> place:58354",1088,86842,49883.0,630,25,12,18,10,23,31,18,18,3,33,72,137,58,45,39,88
"Plainedge CDP, New York: Summary level: 160, state:36> place:58409",1653,102136,33380.0,2814,26,48,46,86,41,50,73,78,105,163,246,398,528,369,370,187
"Plainview CDP, New York: Summary level: 160, state:36> place:58442",1462,118542,49379.0,8959,135,124,174,254,303,103,258,200,104,398,630,958,1100,901,1490,1827
"Plandome village, New York: Summary level: 160, state:36> place:58475",2001,249375,114032.0,408,0,7,3,0,29,4,0,0,4,10,12,27,13,37,24,238
"Plandome Heights village, New York: Summary level: 160, state:36> place:58486",-666666666,197500,79017.0,318,6,0,5,9,0,5,5,7,0,16,10,12,16,32,36,159
"Plandome Manor village, New York: Summary level: 160, state:36> place:58497",2001,219375,126127.0,291,0,11,0,3,2,0,8,12,21,9,2,9,25,13,21,155
"Plattekill CDP, New York: Summary level: 160, state:36> place:58541",1106,47702,17623.0,497,81,59,12,25,6,43,0,0,51,21,57,88,27,19,8,0
"Plattsburgh city, New York: Summary level: 160, state:36> place:58574",725,35447,21708.0,8018,793,674,741,618,505,636,467,246,417,532,671,632,499,255,241,91
"Plattsburgh West CDP, New York: Summary level: 160, state:36> place:58601",668,45938,17646.0,622,55,33,46,32,38,49,13,33,41,112,104,27,28,11,0,0
"Pleasant Valley CDP, New York: Summary level: 160, state:36> place:58684",1601,59628,30080.0,412,8,10,6,0,13,57,9,7,31,72,15,81,30,42,31,0
"Pleasantville village, New York: Summary level: 160, state:36> place:58728",1491,102969,54424.0,2648,33,61,38,17,62,8,39,14,169,160,319,340,333,275,249,531
"Plessis CDP, New York: Summary level: 160, state:36> place:58739",-666666666,100556,44779.0,32,0,0,0,0,0,6,0,0,0,0,8,0,9,0,9,0
"Poestenkill CDP, New York: Summary level: 160, state:36> place:58794",-666666666,72188,29472.0,396,0,0,7,7,0,22,44,36,14,23,58,67,58,24,17,19
"Point Lookout CDP, New York: Summary level: 160, state:36> place:58849",2001,109763,76540.0,545,0,0,0,8,9,33,0,0,0,22,39,66,111,24,51,182
"Poland village, New York: Summary level: 160, state:36> place:58937",706,63750,25244.0,154,6,6,9,8,4,5,8,7,1,13,25,23,10,19,3,7
"Pomona village, New York: Summary level: 160, state:36> place:58992",2001,156000,54549.0,990,3,0,4,19,12,21,13,23,21,33,36,46,137,96,277,249
"Poquott village, New York: Summary level: 160, state:36> place:59157",1650,148750,79758.0,354,2,3,0,12,9,4,14,7,8,2,34,30,40,15,57,117
"Port Byron village, New York: Summary level: 160, state:36> place:59212",714,43750,20480.0,491,11,40,25,46,28,40,20,40,26,60,55,38,31,19,12,0
"Port Chester village, New York: Summary level: 160, state:36> place:59223",1428,56127,27174.0,9704,540,439,523,413,588,574,450,429,307,832,982,1323,685,728,410,481
"Port Dickinson village, New York: Summary level: 160, state:36> place:59245",711,50000,27029.0,634,44,22,36,40,28,52,22,60,13,69,82,71,54,15,15,11
"Port Ewen CDP, New York: Summary level: 160, state:36> place:59311",931,56786,30315.0,1564,64,89,98,39,49,70,143,97,55,147,227,238,104,55,35,54
"Port Gibson CDP, New York: Summary level: 160, state:36> place:59322",-666666666,57440,25004.0,187,0,10,10,8,35,0,10,0,0,21,58,27,0,0,0,8
"Port Henry village, New York: Summary level: 160, state:36> place:59333",715,36818,21887.0,450,50,60,14,20,26,47,19,13,5,36,47,25,37,36,10,5
"Port Jefferson village, New York: Summary level: 160, state:36> place:59355",1450,109708,50215.0,3038,84,82,60,36,35,88,113,27,19,162,289,385,426,307,439,486
"Port Jefferson Station CDP, New York: Summary level: 160, state:36> place:59377",1414,81824,33019.0,2847,144,89,59,190,56,13,73,72,128,147,274,524,327,291,232,228
"Port Jervis city, New York: Summary level: 160, state:36> place:59388",909,36250,20169.0,3501,306,420,360,248,216,132,192,201,143,266,235,341,232,90,77,42
"Port Leyden village, New York: Summary level: 160, state:36> place:59454",600,31477,15419.0,265,40,38,23,10,15,25,10,10,14,9,26,33,4,8,0,0
"Portville village, New York: Summary level: 160, state:36> place:59498",589,51053,25969.0,430,32,27,30,32,18,14,3,36,15,41,28,62,41,19,21,11
"Port Washington CDP, New York: Summary level: 160, state:36> place:59520",1783,115521,58545.0,5748,207,109,89,282,276,97,119,107,127,141,468,548,445,439,649,1645
"Port Washington North village, New York: Summary level: 160, state:36> place:59531",1846,93676,61666.0,1352,29,20,33,73,65,30,22,37,25,106,128,127,105,54,156,342
"Potsdam village, New York: Summary level: 160, state:36> place:59564",712,26630,15100.0,2243,400,202,187,281,131,67,61,81,28,178,216,194,76,25,39,77
"Pottersville CDP, New York: Summary level: 160, state:36> place:59619",-666666666,21429,6786.0,90,0,30,11,7,0,6,0,0,0,7,29,0,0,0,0,0
"Poughkeepsie city, New York: Summary level: 160, state:36> place:59641",985,39481,23765.0,12539,1479,1087,886,984,707,601,589,616,406,847,967,1467,698,339,496,370
"Prattsburgh CDP, New York: Summary level: 160, state:36> place:59708",572,48542,20137.0,311,14,0,23,46,20,19,17,0,20,55,52,25,7,8,5,0
"Prattsville CDP, New York: Summary level: 160, state:36> place:59740",-666666666,45341,19981.0,95,10,17,2,7,0,0,2,8,18,8,5,9,3,6,0,0
"Preston-Potter Hollow CDP, New York: Summary level: 160, state:36> place:59831",-666666666,53068,30149.0,153,10,0,9,10,16,6,3,0,10,31,6,25,19,8,0,0
"Prospect village, New York: Summary level: 160, state:36> place:59883",650,58125,26626.0,89,4,2,5,0,4,2,7,9,7,6,10,20,6,7,0,0
"Pulaski village, New York: Summary level: 160, state:36> place:59960",635,34688,25475.0,974,76,102,121,67,85,39,19,18,63,64,83,84,84,28,23,18
"Pultneyville CDP, New York: Summary level: 160, state:36> place:59993",-666666666,90625,43095.0,283,0,0,8,0,15,0,0,5,9,35,21,65,71,0,42,12
"Putnam Lake CDP, New York: Summary level: 160, state:36> place:60103",1184,83363,30652.0,1481,49,40,127,86,82,39,11,46,17,104,59,243,279,170,71,58
"Quiogue CDP, New York: Summary level: 160, state:36> place:60408",-666666666,97604,37660.0,246,0,0,9,0,9,13,16,20,0,8,47,24,28,46,26,0
"Quogue village, New York: Summary level: 160, state:36> place:60422",2001,92917,61006.0,359,0,0,10,17,12,13,0,3,29,61,3,37,20,36,73,45
"Ransomville CDP, New York: Summary level: 160, state:36> place:60598",637,53727,25217.0,597,0,9,68,71,17,27,9,8,30,121,90,84,0,26,37,0
"Rapids CDP, New York: Summary level: 160, state:36> place:60609",-666666666,86648,35220.0,527,0,15,101,0,0,72,0,17,10,0,24,53,82,75,78,0
"Ravena village, New York: Summary level: 160, state:36> place:60675",852,56466,25863.0,1372,102,43,64,48,25,107,14,58,146,156,178,239,129,49,9,5
"Randolph CDP, New York: Summary level: 160, state:36> place:60756",490,36618,21697.0,534,26,55,40,63,38,34,26,20,37,16,75,59,16,18,2,9
"Red Creek village, New York: Summary level: 160, state:36> place:60829",619,46250,19503.0,216,6,6,19,30,5,18,19,5,7,17,34,11,13,19,5,2
"Redford CDP, New York: Summary level: 160, state:36> place:60884",-666666666,74413,23677.0,143,0,0,0,0,0,17,0,0,0,17,49,14,46,0,0,0
"Red Hook village, New York: Summary level: 160, state:36> place:60895",876,50667,31572.0,904,51,101,47,78,64,24,15,36,28,117,46,116,68,63,37,13
"Red Oaks Mill CDP, New York: Summary level: 160, state:36> place:60983",1591,90129,33714.0,1322,6,102,20,41,15,41,61,16,70,44,150,193,278,105,93,87
"Redwood CDP, New York: Summary level: 160, state:36> place:61016",1155,47900,15222.0,170,7,0,32,0,0,8,28,6,25,0,42,15,7,0,0,0
"Remsen village, New York: Summary level: 160, state:36> place:61115",725,31635,15709.0,215,10,47,21,10,11,19,8,15,9,15,27,17,1,0,2,3
"Remsenburg-Speonk CDP, New York: Summary level: 160, state:36> place:61142",1373,100125,44940.0,876,44,28,36,14,17,51,30,22,8,31,64,90,160,50,73,158
"Rensselaer city, New York: Summary level: 160, state:36> place:61148",873,49409,29694.0,4349,317,325,254,274,198,248,219,141,238,342,525,424,467,149,79,149
"Rensselaer Falls village, New York: Summary level: 160, state:36> place:61159",790,39167,20785.0,142,8,5,10,1,32,13,3,1,2,4,19,18,20,6,0,0
"Retsof CDP, New York: Summary level: 160, state:36> place:61236",-666666666,80625,31461.0,53,0,0,0,9,0,0,0,0,0,0,15,18,0,11,0,0
"Rhinebeck village, New York: Summary level: 160, state:36> place:61346",1072,58125,36367.0,1146,48,136,37,48,79,60,46,49,40,42,104,161,140,36,42,78
"Rhinecliff CDP, New York: Summary level: 160, state:36> place:61368",1059,68333,36690.0,266,0,35,0,6,0,0,18,0,0,19,86,34,41,0,21,6
"Richburg village, New York: Summary level: 160, state:36> place:61434",581,37143,16971.0,252,25,24,13,25,12,21,10,7,37,18,23,16,6,2,7,6
"Richfield Springs village, New York: Summary level: 160, state:36> place:61489",556,34630,21211.0,518,47,32,72,68,10,34,34,3,19,65,73,26,26,3,2,4
"Richmondville village, New York: Summary level: 160, state:36> place:61588",648,45750,21612.0,360,20,31,21,31,16,17,38,0,30,12,25,71,35,13,0,0
"Richville village, New York: Summary level: 160, state:36> place:61621",857,45893,18110.0,131,8,6,3,9,19,9,2,7,9,9,16,21,0,4,7,2
"Ridge CDP, New York: Summary level: 160, state:36> place:61665",1228,55906,34231.0,5411,248,208,481,196,358,343,165,337,152,420,350,575,366,394,512,306
"Rifton CDP, New York: Summary level: 160, state:36> place:61797",-666666666,51597,20959.0,288,0,0,0,0,30,31,0,50,10,36,48,52,0,31,0,0
"Ripley CDP, New York: Summary level: 160, state:36> place:61874",595,27159,19677.0,343,48,34,44,17,33,20,4,16,15,12,32,45,0,6,12,5
"Riverhead CDP, New York: Summary level: 160, state:36> place:61973",1224,50611,25990.0,4925,575,258,87,388,300,330,97,172,212,361,364,621,413,272,347,128
"Riverside village, New York: Summary level: 160, state:36> place:62061",580,41528,19435.0,217,8,11,25,12,14,24,9,13,22,15,33,17,3,6,3,2
"Riverside CDP, New York: Summary level: 160, state:36> place:62066",1348,36781,13149.0,803,15,46,64,115,51,82,52,79,54,39,133,43,0,0,0,30
"Rochester city, New York: Summary level: 160, state:36> place:63000",751,30875,18847.0,86418,14993,7669,6886,6849,5843,5365,4463,4410,3529,6151,6405,7000,2951,1492,1285,1127
"Rock Hill CDP, New York: Summary level: 160, state:36> place:63132",1188,80478,35886.0,601,32,22,16,0,23,24,23,14,16,27,82,103,36,67,73,43
"Rockville Centre village, New York: Summary level: 160, state:36> place:63264",1250,106016,54586.0,9148,343,316,313,379,157,173,219,308,337,401,523,963,752,810,1059,2095
"Rocky Point CDP, New York: Summary level: 160, state:36> place:63319",1392,88571,33648.0,4722,89,43,126,80,47,98,207,180,183,349,437,861,787,505,509,221
"Rodman CDP, New York: Summary level: 160, state:36> place:63330",-666666666,132083,43992.0,49,2,0,0,0,0,2,6,0,0,4,6,0,2,17,0,10
"Rome city, New York: Summary level: 160, state:36> place:63418",681,42832,23734.0,13482,1164,800,900,792,894,1054,685,772,462,1109,1386,1485,939,375,404,261
"Romulus CDP, New York: Summary level: 160, state:36> place:63429",686,49583,17521.0,205,6,0,23,4,26,3,21,7,15,38,3,31,8,20,0,0
"Ronkonkoma CDP, New York: Summary level: 160, state:36> place:63473",1466,90830,34626.0,6399,90,134,107,241,106,170,123,168,204,422,701,1133,897,526,824,553
"Roosevelt CDP, New York: Summary level: 160, state:36> place:63506",1599,65690,22286.0,4193,319,128,41,149,100,206,106,254,184,366,440,639,460,309,299,193
"Roscoe CDP, New York: Summary level: 160, state:36> place:63583",858,42955,26192.0,298,25,20,5,27,18,20,20,23,5,5,53,35,6,26,0,10
"Rosendale Hamlet CDP, New York: Summary level: 160, state:36> place:63742",1000,44063,22574.0,656,30,25,87,29,11,53,75,21,0,57,33,138,28,55,14,0
"Roslyn village, New York: Summary level: 160, state:36> place:63770",2001,85924,67740.0,1157,34,89,60,16,7,37,61,4,5,80,120,123,154,77,67,223
"Roslyn Estates village, New York: Summary level: 160, state:36> place:63792",2000,202083,96051.0,383,4,7,3,3,0,0,12,3,8,9,14,23,38,24,41,194
"Roslyn Harbor village, New York: Summary level: 160, state:36> place:63803",2001,170417,100636.0,389,5,3,0,2,15,6,11,3,2,12,39,23,40,10,35,183
"Roslyn Heights CDP, New York: Summary level: 160, state:36> place:63814",1370,105665,46022.0,2121,41,30,66,23,101,52,90,71,16,88,122,276,255,88,302,500
"Rotterdam CDP, New York: Summary level: 160, state:36> place:63924",844,58577,28370.0,7909,264,329,367,391,423,300,409,339,432,799,935,1383,778,415,243,102
"Round Lake village, New York: Summary level: 160, state:36> place:63957",1031,69931,38015.0,231,2,2,13,0,5,23,10,0,9,19,37,22,47,35,7,0
"Rouses Point village, New York: Summary level: 160, state:36> place:63979",654,55625,29652.0,1050,50,103,77,58,55,41,33,11,52,79,112,137,128,53,38,23
"Rushford CDP, New York: Summary level: 160, state:36> place:64155",493,37500,19840.0,142,3,11,15,7,18,14,13,3,11,17,15,0,13,2,0,0
"Rushville village, New York: Summary level: 160, state:36> place:64199",538,58750,21829.0,240,19,17,4,10,16,18,13,0,13,11,29,54,20,5,11,0
"Russell Gardens village, New York: Summary level: 160, state:36> place:64232",1363,137500,81178.0,318,6,0,10,6,6,2,0,6,0,14,20,46,35,22,42,103
"Rye city, New York: Summary level: 160, state:36> place:64309",1819,150556,91839.0,5524,171,125,63,138,87,63,149,107,65,292,220,485,422,359,615,2163
"Rye Brook village, New York: Summary level: 160, state:36> place:64325",1632,118173,72957.0,3444,109,96,78,88,98,73,53,89,35,189,260,380,205,93,499,1099
"Sackets Harbor village, New York: Summary level: 160, state:36> place:64408",1071,65655,34765.0,699,14,35,36,13,32,13,28,22,42,83,92,142,68,45,24,10
"Saddle Rock village, New York: Summary level: 160, state:36> place:64430",2001,113750,64998.0,311,14,0,0,11,8,2,0,9,0,24,28,33,32,14,34,102
"Saddle Rock Estates CDP, New York: Summary level: 160, state:36> place:64441",-666666666,142404,72567.0,133,0,0,0,0,0,0,0,0,0,0,0,30,7,39,10,47
"Sagaponack village, New York: Summary level: 160, state:36> place:64452",-666666666,105000,65591.0,116,1,0,0,5,11,0,0,2,0,10,3,16,36,2,2,28
"Sag Harbor village, New York: Summary level: 160, state:36> place:64485",1570,93831,66634.0,863,10,0,5,15,63,69,5,70,21,60,47,85,79,79,109,146
"St. Bonaventure CDP, New York: Summary level: 160, state:36> place:64551",436,34904,9007.0,210,9,10,33,8,20,26,0,8,9,0,17,30,23,10,7,0
"St. James CDP, New York: Summary level: 160, state:36> place:64584",1324,96964,40789.0,4457,72,68,152,162,108,104,162,160,120,165,446,562,541,446,701,488
"St. Johnsville village, New York: Summary level: 160, state:36> place:64639",616,34500,16691.0,564,70,57,63,37,27,33,34,28,19,40,63,72,17,4,0,0
"St. Regis Falls CDP, New York: Summary level: 160, state:36> place:64716",752,31172,17354.0,195,49,14,20,0,7,16,20,7,8,16,24,14,0,0,0,0
"Salamanca city, New York: Summary level: 160, state:36> place:64749",577,30233,17844.0,2478,304,269,272,187,200,161,167,107,114,212,167,167,79,27,32,13
"Salem village, New York: Summary level: 160, state:36> place:64771",696,49107,25851.0,355,12,15,16,33,24,9,21,43,7,27,26,66,33,8,15,0
"Salisbury CDP, New York: Summary level: 160, state:36> place:64842",1666,97300,37866.0,3902,97,106,144,90,59,72,130,35,135,341,241,556,526,391,359,620
"Salisbury Mills CDP, New York: Summary level: 160, state:36> place:64859",-666666666,67981,24656.0,93,0,0,14,0,0,0,0,0,23,0,32,8,9,0,7,0
"Saltaire village, New York: Summary level: 160, state:36> place:64881",-666666666,159375,114792.0,29,0,0,3,0,0,2,0,0,0,2,2,2,0,2,3,13
"Salt Point CDP, New York: Summary level: 160, state:36> place:64892",-666666666,172604,43624.0,114,2,0,0,0,0,0,0,0,0,0,7,9,0,29,61,6
"Sanborn CDP, New York: Summary level: 160, state:36> place:64958",822,51711,25078.0,522,10,13,80,28,22,34,18,21,9,116,26,76,40,29,0,0
"Sand Ridge CDP, New York: Summary level: 160, state:36> place:65024",847,34762,19540.0,432,55,14,37,16,38,60,35,41,0,18,14,46,58,0,0,0
"Sands Point village, New York: Summary level: 160, state:36> place:65035",1469,197188,112716.0,893,5,0,10,20,23,13,8,0,0,5,35,63,88,82,95,446
"Sandy Creek village, New York: Summary level: 160, state:36> place:65068",642,42917,21224.0,288,40,23,18,7,6,31,9,20,5,17,21,27,44,12,8,0
"Saranac Lake village, New York: Summary level: 160, state:36> place:65233",678,39982,24854.0,2831,176,237,320,223,193,161,106,139,148,102,315,332,173,130,64,12
"Saratoga Springs city, New York: Summary level: 160, state:36> place:65255",953,66713,38552.0,11533,665,495,618,604,624,394,411,334,387,801,1144,1592,1101,674,902,787
"Saugerties village, New York: Summary level: 160, state:36> place:65288",897,50208,30360.0,1749,87,95,108,139,175,79,90,7,90,172,203,176,154,51,58,65
"Saugerties South CDP, New York: Summary level: 160, state:36> place:65310",895,68220,29417.0,887,10,18,56,29,39,25,39,25,27,98,129,211,92,38,39,12
"Savannah CDP, New York: Summary level: 160, state:36> place:65332",446,38750,18878.0,193,21,8,8,13,12,18,25,3,4,32,20,16,11,0,2,0
"Savona village, New York: Summary level: 160, state:36> place:65354",635,46711,21218.0,258,3,15,31,13,13,20,11,10,22,45,35,25,10,4,1,0
